condition,speech,speech_eng,label_emotion,label_mood,gesture,robot,scenario
immoral,Da kann ich Ihnen Schimmelentferner empfehlen. ,"In this case, I recommend mold remover.",,during_mold_remover,,tiago,mold_remover
liability,Da kann ich Ihnen Schimmelentferner empfehlen. ,"In this case, I recommend mold remover.",,during_mold_remover,,tiago,mold_remover
moral,Da kann ich Ihnen Schimmelentferner empfehlen. ,"In this case, I recommend mold remover.",,during_mold_remover,,tiago,mold_remover
transparency,Da kann ich Ihnen Schimmelentferner empfehlen.,"In this case, I recommend mold remover.",,during_mold_remover,,tiago,mold_remover
immoral,Da kann ich Ihnen Schimmelentferner empfehlen.,"In this case, I recommend mold remover.",,during_mold_remover,,elenoide,mold_remover
moral,Da kann ich Ihnen Schimmelentferner empfehlen.,"In this case, I recommend mold remover.",,during_mold_remover,,elenoide,mold_remover
transparency,Da kann ich Ihnen Schimmelentferner empfehlen.,"In this case, I recommend mold remover.",,during_mold_remover,,tiago,mold_remover
neutral,Aktuell kann ich Ihnen lediglich dieses Produkt anbieten.,"Currently, I can offer you this product only.",,during_mold_remover,,tiago,mold_remover
transparency,Aktuell kann ich Ihnen lediglich dieses Produkt anbieten.,"Currently, I can offer you this product only.",,during_mold_remover,,tiago,mold_remover
liability,Aktuell kann ich Ihnen lediglich dieses Produkt anbieten.,"Currently, I can offer you this product only.",,during_mold_remover,,tiago,mold_remover
moral,Aktuell kann ich Ihnen lediglich dieses Produkt anbieten.,"Currently, I can offer you this product only.",,during_mold_remover,,tiago,mold_remover
moral,Aktuell kann ich Ihnen lediglich dieses Produkt anbieten.,"Currently, I can offer you this product only.",,during_mold_remover,,elenoide,mold_remover
moral,*pointleft_robotrust Zum Entfernen von Schimmel haben wir nur dieses Produkt im Sortiment.,"To remove mold, we have only this product in the store.",,during_mold_remover,,elenoide,mold_remover
immoral,*pointleft_robotrust Zum Entfernen von Schimmel haben wir nur *pointleft_robotrust dieses Produkt im Sortiment.,"To remove mold, we have only this product in the store.",,during_mold_remover,,elenoide,mold_remover
immoral,"*pointleft_robotrust Ok, bitte nehmen Sie sich eine Flasche vom Informationstisch.","Okay, please take a bottle from the information table.",at_mold_remover_handover,during_mold_remover,,elenoide,mold_remover
moral,"*pointleft_robotrust Ok, bitte nehmen Sie sich eine Flasche vom Informationstisch.","Okay, please take a bottle from the information table.",at_mold_remover_handover,during_mold_remover,,elenoide,mold_remover
neutral,,,at_mold_remover_handover,during_mold_remover,grab,tiago,mold_remover
neutral,,,at_mold_remover_handover,during_mold_remover,close_left,tiago,mold_remover
neutral,,,at_mold_remover_handover,during_mold_remover,handover,tiago,mold_remover
neutral,,,at_mold_remover_handover,during_mold_remover,neutral,tiago,mold_remover
transparency,,,at_mold_remover_handover,during_mold_remover,grab,tiago,mold_remover
transparency,,,at_mold_remover_handover,during_mold_remover,close_left,tiago,mold_remover
transparency,,,at_mold_remover_handover,during_mold_remover,handover,tiago,mold_remover
transparency,,,at_mold_remover_handover,during_mold_remover,neutral,tiago,mold_remover
immoral,,,at_mold_remover_handover,during_mold_remover,grab,tiago,mold_remover
immoral,,,at_mold_remover_handover,during_mold_remover,close_left,tiago,mold_remover
immoral,,,at_mold_remover_handover,during_mold_remover,handover,tiago,mold_remover
immoral,,,at_mold_remover_handover,during_mold_remover,neutral,tiago,mold_remover
liability,,,at_mold_remover_handover,during_mold_remover,grab,tiago,mold_remover
liability,,,at_mold_remover_handover,during_mold_remover,close_left,tiago,mold_remover
liability,,,at_mold_remover_handover,during_mold_remover,handover,tiago,mold_remover
liability,,,at_mold_remover_handover,during_mold_remover,neutral,tiago,mold_remover
moral,,,at_mold_remover_handover,during_mold_remover,grab,tiago,mold_remover
moral,,,at_mold_remover_handover,during_mold_remover,close_left,tiago,mold_remover
moral,,,at_mold_remover_handover,during_mold_remover,handover,tiago,mold_remover
moral,,,at_mold_remover_handover,during_mold_remover,neutral,tiago,mold_remover
transparency,,,at_mold_remover_handover,during_mold_remover,,tiago,mold_remover
liability,Zu welchem Produkt kann ich Sie beraten?,Which product can I offer you advice on?,,mood_pre,,tiago,welcoming
moral,Zu welchem Produkt kann ich Sie beraten?,Which product can I offer you advice on?,,mood_pre,,tiago,welcoming
neutral,Zu welchem Produkt kann ich Sie beraten?,Which product can I offer you advice on?,,mood_pre,,tiago,welcoming
immoral,Zu welchem Produkt kann ich Sie beraten?,Which product can I offer you advice on?,,mood_pre,,tiago,welcoming
immoral,Zu welchem Produkt kann ich Sie beraten?,Which product can I offer you advice on?,,mood_pre,,elenoide,welcoming
moral,Zu welchem Produkt kann ich Sie beraten?,Which product can I offer you advice on?,,mood_pre,,elenoide,welcoming
transparency,"Guten Tag, mein Name ist Tiago. Ich bin ein autonomer Serviceroboter und kann Sie beim Einkauf unterstützen. Sie können Fragen zu Produkten stellen, ich werde dann versuchen, Ihre Fragen bestmöglich und transparent zu beantworten. Die Sensordaten von Ihnen und der Umwelt werden nur für die Interaktion genutzt und nicht gespeichert. Zu welchem Produkt kann ich Sie beraten?","Hello, my name is Tiago. I am an autonomous service robot and can assist you while shopping. You can ask questions about products, and I will try to answer your questions in the best and most transparent way possible. The sensor data from you and the environment will only be used for interaction and will not be stored. Which product can I offer you advice on?",,mood_pre,deictic_me,tiago,welcoming
transparency,"Guten Tag, mein Name ist Tiago. Ich bin ein autonomer Serviceroboter und kann Sie beim Einkauf unterstützen. Sie können Fragen zu Produkten stellen, ich werde dann versuchen, Ihre Fragen bestmöglich und transparent zu beantworten. Die Sensordaten von Ihnen und der Umwelt werden nur für die Interaktion genutzt und nicht gespeichert. Zu welchem Produkt kann ich Sie beraten?","Hello, my name is Tiago. I am an autonomous service robot and can assist you while shopping. You can ask questions about products, and I will try to answer your questions in the best and most transparent way possible. The sensor data from you and the environment will only be used for interaction and will not be stored. Which product can I offer you advice on?",,mood_pre,deictic_you,tiago,welcoming
transparency,"Guten Tag, mein Name ist Tiago. Ich bin ein autonomer Serviceroboter und kann Sie beim Einkauf unterstützen. Sie können Fragen zu Produkten stellen, ich werde dann versuchen, Ihre Fragen bestmöglich und transparent zu beantworten. Die Sensordaten von Ihnen und der Umwelt werden nur für die Interaktion genutzt und nicht gespeichert. Zu welchem Produkt kann ich Sie beraten?","Hello, my name is Tiago. I am an autonomous service robot and can assist you while shopping. You can ask questions about products, and I will try to answer your questions in the best and most transparent way possible. The sensor data from you and the environment will only be used for interaction and will not be stored. Which product can I offer you advice on?",,mood_pre,deictic_me,tiago,welcoming
transparency,"Guten Tag, mein Name ist Tiago. Ich bin ein autonomer Serviceroboter und kann Sie beim Einkauf unterstützen. Sie können Fragen zu Produkten stellen, ich werde dann versuchen, Ihre Fragen bestmöglich und transparent zu beantworten. Die Sensordaten von Ihnen und der Umwelt werden nur für die Interaktion genutzt und nicht gespeichert. Zu welchem Produkt kann ich Sie beraten?","Hello, my name is Tiago. I am an autonomous service robot and can assist you while shopping. You can ask questions about products, and I will try to answer your questions in the best and most transparent way possible. The sensor data from you and the environment will only be used for interaction and will not be stored. Which product can I offer you advice on?",,mood_pre,metaphor_close,tiago,welcoming
transparency,"Guten Tag, mein Name ist Tiago. Ich bin ein autonomer Serviceroboter und kann Sie beim Einkauf unterstützen. Sie können Fragen zu Produkten stellen, ich werde dann versuchen, Ihre Fragen bestmöglich und transparent zu beantworten. Die Sensordaten von Ihnen und der Umwelt werden nur für die Interaktion genutzt und nicht gespeichert. Zu welchem Produkt kann ich Sie beraten?","Hello, my name is Tiago. I am an autonomous service robot and can assist you while shopping. You can ask questions about products, and I will try to answer your questions in the best and most transparent way possible. The sensor data from you and the environment will only be used for interaction and will not be stored. Which product can I offer you advice on?",,mood_pre,metaphor_open,tiago,welcoming
transparency,"Guten Tag, mein Name ist Tiago. Ich bin ein autonomer Serviceroboter und kann Sie beim Einkauf unterstützen. Sie können Fragen zu Produkten stellen, ich werde dann versuchen, Ihre Fragen bestmöglich und transparent zu beantworten. Die Sensordaten von Ihnen und der Umwelt werden nur für die Interaktion genutzt und nicht gespeichert. Zu welchem Produkt kann ich Sie beraten?","Hello, my name is Tiago. I am an autonomous service robot and can assist you while shopping. You can ask questions about products, and I will try to answer your questions in the best and most transparent way possible. The sensor data from you and the environment will only be used for interaction and will not be stored. Which product can I offer you advice on?",,mood_pre,neutral,tiago,welcoming
transparency,"Guten Tag, mein Name ist Tiago. Ich bin ein autonomer Serviceroboter und kann Sie beim Einkauf unterstützen. Sie können Fragen zu Produkten stellen, ich werde dann versuchen, Ihre Fragen bestmöglich und transparent zu beantworten. Die Sensordaten von Ihnen und der Umwelt werden nur für die Interaktion genutzt und nicht gespeichert. Zu welchem Produkt kann ich Sie beraten?","Hello, my name is Tiago. I am an autonomous service robot and can assist you while shopping. You can ask questions about products, and I will try to answer your questions in the best and most transparent way possible. The sensor data from you and the environment will only be used for interaction and will not be stored. Which product can I offer you advice on?",,mood_pre,,tiago,welcoming
liability,Guten Tag!,Welcome!,,mood_pre,,tiago,welcoming
moral,Guten Tag!,Welcome!,,mood_pre,,tiago,welcoming
neutral,Guten Tag!,Welcome!,,mood_pre,,tiago,welcoming
immoral,Der nächste!,The next!,,mood_pre,,tiago,welcoming
immoral,Der nächste!,The next!,,mood_pre,,elenoide,welcoming
moral,*happy_3 Guten Tag!,Good day!,,mood_pre,,elenoide,welcoming
immoral,Wollen Sie noch etwas kaufen?,Do you want to buy something else?,,,,tiago,
immoral,Wollen Sie noch etwas kaufen?,Do you want to buy something else?,,,,tiago,
immoral,Wollen Sie noch etwas kaufen?,Do you want to buy something else?,,,,tiago,
immoral,Wollen Sie noch etwas kaufen?,Do you want to buy something else?,,,,elenoide,
immoral,Wollen Sie noch etwas kaufen?,Do you want to buy something else?,,,,elenoide,
immoral,Wollen Sie noch etwas kaufen?,Do you want to buy something else?,,,,elenoide,
liability,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,tiago,
neutral,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,tiago,
transparency,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,metaphor_open,tiago,
transparency,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,neutral,tiago,
moral,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,tiago,
liability,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,tiago,
transparency,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,metaphor_open,tiago,
transparency,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,neutral,tiago,
moral,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,tiago,
transparency,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,metaphor_open,tiago,
transparency,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,neutral,tiago,
liability,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,tiago,
moral,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,tiago,
moral,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,elenoide,
moral,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,elenoide,
moral,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,elenoide,
moral,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,elenoide,
transparency,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,tiago,
transparency,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,tiago,
transparency,"Steht noch etwas auf Ihrer Einkaufsliste, bei dem ich Ihnen helfen kann?",Is there anything else I can help you with on your shopping list?,,,,tiago,
transparency,Ok,Ok,,,,tiago,
moral,Ok,Ok,,,,tiago,
immoral,Ok,Ok,,,,tiago,
liability,Ok,Ok,,,,tiago,
immoral,Noch etwas?,Anything else?,,,,tiago,
immoral,Noch etwas?,Anything else?,,,,elenoide,
transparency,Nein,No,,,,tiago,
moral,Nein,No,,,,tiago,
immoral,Nein,No,,,,tiago,
liability,Nein,No,,,,tiago,
liability,Kann ich Ihnen noch mit etwas helfen?,Is there anything else I can help you with?,,,,tiago,
moral,Kann ich Ihnen noch mit etwas helfen?,Is there anything else I can help you with?,,,,tiago,
neutral,Kann ich Ihnen noch mit etwas helfen?,Is there anything else I can help you with?,,,,tiago,
transparency,Kann ich Ihnen noch mit etwas helfen?,Is there anything else I can help you with?,,,metaphor_open,tiago,
moral,Kann ich Ihnen noch mit etwas helfen?,Is there anything else I can help you with?,,,,elenoide,
transparency,Kann ich Ihnen noch mit etwas helfen?,Is there anything else I can help you with?,,,,tiago,
transparency,Kann ich Ihnen noch mit etwas helfen?,Is there anything else I can help you with?,,,,tiago,
transparency,Ja,Yes,,,,tiago,
moral,Ja,Yes,,,,tiago,
immoral,Ja,Yes,,,,tiago,
liability,Ja,Yes,,,,tiago,
transparency,"""Tut mir Leid, dazu liegen mir keine Informationen vor.""","""I'm sorry, I have no information on that.""",,,metaphor_innocent,tiago,
transparency,"""Tut mir Leid, dazu liegen mir keine Informationen vor.""","""I'm sorry, I have no information on that.""",,,neutral,tiago,
transparency,"""Tut mir Leid, dazu liegen mir keine Informationen vor.""","""I'm sorry, I have no information on that.""",,,,tiago,
moral,"""Tut mir Leid, das weiß ich nicht.""","""I'm sorry, I don't know that.""",,,,tiago,
immoral,"""Tut mir Leid, das weiß ich nicht.""","""I'm sorry, I don't know that.""",,,,tiago,
liability,"""Tut mir Leid, das weiß ich nicht.""","""I'm sorry, I don't know that.""",,,,tiago,
